area,name,lat,long,status,note,,住所,,,,,,,,
福生市1,10-2,35.7214231,139.3446486,0,西武線拝島駅前ロータリー,,東京都福生市大字熊川1697番地,,,,,,,,
福生市1,10-3,35.7235528,139.3464185,0,南側植え込みの中,,東京都福生市大字熊川1640番地1 都営熊川第２アパート３号棟,,,,,,,,
福生市1,10-4,35.7242816,139.3450217,0,入口脇万年塀,,東京都福生市大字熊川1495番地 拝島自動車教習所(株),,,,,,,,
福生市1,10-5,35.7224115,139.3474897,0,遊歩道入り口植え込みの中,,東京都福生市大字熊川1667番地,,,,,,,,
福生市1,10-6,35.7220013,139.3436871,0,西武鉄道敷地,,東京都福生市大字熊川1697番地14,,,,,,,,
福生市1,10-7,35.7228729,139.349542,0,福東公園南入口左脇金網フェンス,,東京都福生市大字熊川1620番地,,,,,,,,
福生市1,11-1,35.7465435,139.3341993,0,北側町会掲示板隣植え込みの中,,東京都福生市武蔵野台一丁目８番地７福生地域体育館,,,,,,,,
福生市1,11-2,35.743885,139.3361257,0,わらつけ公園入口脇右側擁壁上フェンス,,東京都福生市大字福生2151番地12,,,,,,,,
福生市1,11-3,35.7444987,139.3342454,0,入口脇植え込みの中,,東京都福生市大字福生2125番地３ 福生市保健センター,,,,,,,,
福生市1,11-4,35.7486783,139.3376754,0,目白第二病院,,東京都福生市大字福生1980番地,,,,,,,,
福生市1,11-5,35.7458451,139.3356884,0,東福生駅西口前ロータリー際植え込みの中,,東京都福生市武蔵野台一丁目１番地,,,,,,,,
福生市1,11-6,35.7472068,139.3328185,0,武蔵野台東公園西側植え込みの中,,東京都福生市武蔵野台一丁目14番地,,,,,,,,
福生市1,11-7,35.7500137,139.3321924,0,日本畜電器工業 潟Oランド北側金網フェンス,,東京都福生市武蔵野台一丁目23番地１,,,,,,,,
羽村市1,01-1,35.7523006,139.3069315,2,清流地区備蓄物資設置用地南側,,東京都羽村市羽７４１−３７,,羽村市,1-1,35.752198,139.307062,清流地区備蓄物資設置用地南側,,東京都羽村市羽７４１−３７
羽村市1,01-2,35.751269,139.3136056,2,上水通り町内会運動広場,,東京都羽村市玉川２−８,,羽村市,1-2,35.7511245,139.3135532,上水通り町内会運動広場,,東京都羽村市玉川２−８
羽村市1,01-3,35.7522558,139.3160196,2,平井 宅,,東京都羽村市川崎４−３−３１,,羽村市,1-3,35.75228,139.316054,平井 宅,,東京都羽村市川崎４−３−３１
羽村市1,01-4,35.7537309,139.3167409,2,ひのきの子児童遊園,,東京都羽村市川崎１−８,,羽村市,1-4,35.753861,139.316674,ひのきの子児童遊園,,東京都羽村市川崎１−８
羽村市1,01-5,35.7545537,139.3138406,2,羽村東小学校前,,東京都羽村市羽東２−１８−１,,羽村市,1-5,35.754636,139.313697,羽村東小学校前,,東京都羽村市羽東２−１８−１
羽村市1,01-6,35.7588377,139.3144808,2,本町ふれあい公園跡,,東京都羽村市羽東１−５,,羽村市,1-6,35.7588601,139.3144909,本町ふれあい公園跡,,東京都羽村市羽東１−５
羽村市1,01-7,35.7561586,139.3113572,2,中里 宅,,東京都羽村市羽東３−１２−１５,,羽村市,1-7,35.756144,139.311274,中里 宅,,東京都羽村市羽東３−１２−１５
羽村市1,01-8,35.7590364,139.3120943,2,本町一広場,,東京都羽村市羽東１−２１,,羽村市,1-8,35.758996,139.312098,本町一広場,,東京都羽村市羽東１−２１
羽村市1,02-1,35.7565,139.3080197,2,観光駐車場,,東京都羽村市羽中４ー４８３－１,,羽村市,2-1,35.756757,139.308018,観光駐車場,,東京都羽村市羽中４ー４８３－１
羽村市1,02-2,35.7599565,139.309253,2,稲荷緑地北側,,東京都羽村市羽東２−６０−１,,羽村市,2-2,35.7602186,139.3093997,稲荷緑地北側,,東京都羽村市羽東２−６０−１
羽村市1,02-3,35.7611281,139.3075241,2,羽村第一中学校南側,,東京都羽村市羽中３−６−３３,,羽村市,2-3,35.7613419,139.3070636,羽村第一中学校南側,,東京都羽村市羽中３−６−３３
羽村市1,02-4,35.7619742,139.3082416,2,羽村第一中学校北側,,東京都羽村市羽中３−６−３３,,羽村市,2-4,35.7618216,139.3084905,羽村第一中学校北側,,東京都羽村市羽中３−６−３３
羽村市1,02-5,35.7641101,139.3084631,2,なかよし児童遊園前,,東京都羽村市羽中２−７,,羽村市,2-5,35.764055,139.308327,なかよし児童遊園前,,東京都羽村市羽中２−７
羽村市1,02-6,35.7633862,139.3115104,2,旭ヶ丘公園,,東京都羽村市羽東１−３５,,羽村市,2-6,35.76307,139.311167,旭ヶ丘公園,,東京都羽村市羽東１−３５
羽村市1,02-7,35.7584712,139.3016299,2,桜づつみ公園,,東京都羽村市羽中４−９先,,羽村市,2-7,35.75838,139.30234,桜づつみ公園,,東京都羽村市羽中４−９先
羽村市1,03-1,35.7599214,139.2995131,2,いこいの里,,東京都羽村市羽加美４−１８－６,,羽村市,3-1,35.761669,139.300927,いこいの里,,東京都羽村市羽加美４−１８－６
羽村市1,03-2,35.7652595,139.3052356,2,間坂コミュニティ公園,,東京都羽村市羽中２−１６,,羽村市,3-2,35.765245,139.305105,間坂コミュニティ公園,,東京都羽村市羽中２−１６
羽村市1,03-4,35.7668162,139.3021777,2,畑,,東京都羽村市羽加美２−８,,羽村市,3-3,35.767952,139.306705,羽村市スポーツセンター,,東京都羽村市羽加美１−２９−５
羽村市1,03-5,35.7651578,139.3003591,2,羽村西小学校,,東京都羽村市羽加美４−２−９,,羽村市,3-4,35.766926,139.302172,2,畑,
羽村市1,03-6,35.7681849,139.3002344,2,美原会館,,東京都羽村市羽西１−２０−６,,羽村市,3-5,35.765254,139.30032,2,羽村西小学校,
羽村市1,03-7,35.7699367,139.3024071,2,グリーントリム公園,,東京都羽村市羽西１−２,,羽村市,3-6,35.76827,139.300237,2,美原会館,
羽村市1,04-1,35.7721808,139.2982981,2,下田 宅,,東京都羽村市羽西１−１３−５２,,羽村市,3-7,35.769887,139.302198,2,グリーントリム公園,
羽村市1,04-2,35.7739419,139.2944426,2,こやけ児童公園北側,,東京都羽村市羽西３−１１,,羽村市,4-1,35.772008,139.297939,2,下田 宅,
羽村市1,04-3,35.7747038,139.3028175,2,さくら児童公園北側,,東京都羽村市小作台５−１４,,羽村市,4-2,35.7739,139.294526,2,こやけ児童公園北側,
羽村市1,04-4,35.7740017,139.2990951,2,小作台小学校北側,,東京都羽村市小作台４−１３−１,,羽村市,4-3,35.774788,139.302711,2,さくら児童公園北側,
羽村市1,04-5,35.776589,139.2984669,2,くすのき児童公園東側,,東京都羽村市小作台３−１１,,羽村市,4-4,35.773895,139.299189,2,小作台小学校北側,
羽村市1,04-6,35.7784,139.3000364,2,けやき児童公園東側,,東京都羽村市小作台２−１４,,羽村市,4-5,35.776595,139.298432,2,くすのき児童公園東側,
羽村市1,04-7,35.7766083,139.3021407,2,ＪＲ小作駅前広場,,東京都羽村市小作台１−３１,,羽村市,4-6,35.778278,139.29992,2,けやき児童公園東側,
羽村市1,04-8,35.7725857,139.3035858,2,あかしあ児童公園,,東京都羽村市小作台５−２７,,羽村市,4-7,35.776639,139.302365,2,ＪＲ小作駅前広場,
羽村市2,05-1,35.7761555,139.3055962,1,市道第１０３７号線分離帯,,東京都羽村市栄町１−１６,,羽村市,4-8,35.77257,139.303481,2,あかしあ児童公園,
羽村市2,05-2,35.7733419,139.305022,1,栄会館,,東京都羽村市栄町１−１４−１４,,羽村市,5-1,35.7761,139.305414,1,市道第１０３７号線分離帯,
羽村市2,05-3,35.774391,139.3104968,1,武蔵野公園西側,,東京都羽村市栄町２−５,,羽村市,5-2,35.773377,139.305022,1,栄会館,
羽村市2,05-4,35.7731158,139.310368,1,武蔵野公園東側,,東京都羽村市栄町２−５,,羽村市,5-3,35.774256,139.309984,1,武蔵野公園西側,
羽村市2,05-5,35.7722171,139.3123467,1,栄小学校西側,,東京都羽村市栄町２−１７,,羽村市,5-4,35.773171,139.310619,1,武蔵野公園東側,
羽村市2,05-6,35.7701721,139.3134017,1,羽村市福祉センター前,,東京都羽村市栄町２−１８−１,,羽村市,5-5,35.772203,139.312111,1,栄小学校西側,
羽村市2,05-7,35.7715195,139.3071541,1,さかえ児童遊園,,東京都羽村市栄町２−１,,羽村市,5-6,35.770011,139.313178,1,羽村市福祉センター前,
羽村市2,06-1,35.76513,139.3151642,1,緑ヶ丘会館,,東京都羽村市緑ヶ丘１−９−１６,,羽村市,5-7,35.771631,139.307237,1,さかえ児童遊園,
羽村市2,06-2,35.7694319,139.3162332,1,富士見公園駐車場,,東京都羽村市緑ヶ丘４−８,,羽村市,6-1,35.765183,139.315312,1,緑ヶ丘会館,
羽村市2,06-3,35.7684569,139.3169413,1,富士見公園東側,,東京都羽村市緑ヶ丘４−１１,,羽村市,6-2,35.7693645,139.3162245,1,富士見公園駐車場,
羽村市2,06-4,35.7684047,139.3147794,1,富士見公園西側,,東京都羽村市緑ヶ丘４−１１,,羽村市,6-3,35.767625,139.317454,1,富士見公園東側,
羽村市2,06-5,35.7688977,139.3117451,1,羽村市保健センター前,,東京都羽村市緑ヶ丘５−５,,羽村市,6-4,35.768247,139.314331,1,富士見公園西側,
羽村市2,06-6,35.7673585,139.3114804,1,羽村市役所前,,東京都羽村市緑ヶ丘５−２−１,,羽村市,6-5,35.769022,139.311913,1,羽村市保健センター前,
羽村市2,06-7,35.7653306,139.3109756,1,ペリカン児童公園南側,,東京都羽村市緑ヶ丘５−１４,,羽村市,6-6,35.767241,139.311402,1,羽村市役所前,
羽村市2,07-1,35.7646695,139.3197594,1,水道事務所前,,東京都羽村市緑ヶ丘２−１８−５,,羽村市,6-7,35.765314,139.310985,1,ペリカン児童公園南側,
羽村市2,07-2,35.7637553,139.3168401,1,産業福祉センター,,東京都羽村市緑ヶ丘２−１１−１,,羽村市,7-1,35.764489,139.319492,1,水道事務所前,
羽村市2,07-3,35.7624938,139.3169268,1,富士見小学校西側,,東京都羽村市五ノ神４−９−５,,羽村市,7-2,35.763818,139.316762,1,産業福祉センター,
羽村市2,07-4,35.7613401,139.3148719,1,羽村駅東口第２自転車駐車場,,東京都羽村市緑ヶ丘１−２１,,羽村市,7-3,35.762504,139.316887,1,富士見小学校西側,
羽村市2,07-5,35.7585694,139.3166825,1,五ノ神会館,,東京都羽村市五ノ神１−１−３,,羽村市,7-4,35.761161,139.31463,1,羽村駅東口第２自転車駐車場,
羽村市2,07-6,35.7602745,139.3199505,1,こんぴら山児童公園,,東京都羽村市五ノ神２−７,,羽村市,7-5,35.758537,139.316737,1,五ノ神会館,
羽村市2,07-7,35.7601396,139.3223125,1,畑,,東京都羽村市五ノ神２−１１−１,,羽村市,7-6,35.760405,139.32,1,こんぴら山児童公園,
羽村市2,08-1,35.7638082,139.3239907,1,やまぶき児童公園西側,,東京都羽村市富士見平２−４,,羽村市,7-7,35.760203,139.322345,1,畑,
羽村市2,08-2,35.7644973,139.3251454,1,羽村第二中学校東側,,東京都羽村市富士見平１−１６,,羽村市,8-1,35.763659,139.323687,1,やまぶき児童公園西側,
羽村市2,08-3,35.7659048,139.3258652,1,羽村団地 ３号棟前,,東京都羽村市富士見平１−１８,,羽村市,8-2,35.764534,139.325259,1,羽村第二中学校東側,
羽村市2,08-4,35.7642362,139.3264915,1,羽村団地１８号棟前,,東京都羽村市富士見平２−９,,羽村市,8-3,35.766057,139.326046,1,羽村団地 ３号棟前,
羽村市2,08-5,35.762136,139.3252282,1,あさひ緑地公園,,東京都羽村市富士見平２−１９,,羽村市,8-4,35.764276,139.326429,1,羽村団地１８号棟前,
羽村市2,08-6,35.766036,139.3294049,1,動物公園南側,,東京都羽村市富士見平３−４−１,,羽村市,8-5,35.762425,139.324992,1,あさひ緑地公園,
羽村市2,08-7,35.7682515,139.3283266,1,動物公園西側,,東京都羽村市富士見平３−４−１,,羽村市,8-6,35.765693,139.328948,1,動物公園南側,
羽村市2,09-1,35.7567439,139.3331448,1,双葉町公園,,東京都羽村市双葉町２−７,,羽村市,8-7,35.768079,139.327769,1,動物公園西側,
羽村市2,09-2,35.7556714,139.3290525,1,第二学校給食センター,,東京都羽村市神明台４−６−８,,羽村市,9-1,35.756762,139.333131,1,双葉町公園,
羽村市2,09-3,35.7593439,139.3279049,1,あさひ公園南側,,東京都羽村市神明台３−３１,,羽村市,9-2,35.755748,139.329169,1,第二学校給食センター,
羽村市2,09-4,35.7611224,139.325775,1,あさひ緑地公園,,東京都羽村市神明台３−２,,羽村市,9-3,35.7594315,139.3281715,1,あさひ公園南側,
羽村市2,09-5,35.7622421,139.3302701,1,松原児童公園南側,,東京都羽村市神明台３−１１,,羽村市,9-4,35.761275,139.325524,1,あさひ緑地公園,
羽村市2,09-6,35.7607703,139.3322899,1,武蔵野小学校南側,,東京都羽村市川崎６９３−１,,羽村市,9-5,35.76226,139.330298,1,松原児童公園南側,
羽村市2,09-7,35.7597109,139.3331727,1,あおぞら児童遊園前,,東京都羽村市双葉町２−１４,,羽村市,9-6,35.760908,139.332688,1,武蔵野小学校南側,
羽村市2,09-8,35.7599517,139.3268038,1,あさひ公園北側,,東京都羽村市神明台３−３１,,羽村市,9-7,35.759627,139.333217,1,あおぞら児童遊園前,
羽村市2,10-1,35.7583851,139.3208267,1,水木公園北側,,東京都羽村市神明台２−１−４,,羽村市,9-8,35.759878,139.326566,1,あさひ公園北側,
羽村市2,10-2,35.7567508,139.3211998,1,神明台公園北側,,東京都羽村市神明台１−１９,,羽村市,10-1,35.75864,139.320636,1,水木公園北側,
羽村市2,10-3,35.7549172,139.3258377,1,水木公園東側,,東京都羽村市神明台２−７,,羽村市,10-2,35.756951,139.320912,1,神明台公園北側,
羽村市2,10-4,35.7539614,139.3223424,1,神明東児童公園南側,,東京都羽村市神明台１−３８−１,,羽村市,10-3,35.754886,139.325806,1,水木公園東側,
羽村市2,10-5,35.7546199,139.3201041,1,神明児童公園東側,,東京都羽村市神明台１−１６−７,,羽村市,10-4,35.753866,139.322448,1,神明東児童公園南側,
羽村市2,10-6,35.7555203,139.3209194,1,神明台会館,,東京都羽村市神明台１−１７−４,,羽村市,10-5,35.754625,139.320053,1,神明児童公園東側,
羽村市2,10-7,35.7564363,139.3206044,1,神明台公園南側,,東京都羽村市神明台１−１９,,羽村市,10-6,35.755612,139.321045,1,神明台会館,
羽村市2,03-3,35.7677131,139.3069308,1,羽村市スポーツセンター,,東京都羽村市羽加美１−２９−５,,羽村市,10-7,35.75642,139.320724,1,神明台公園南側,
日の出町1,1-1,35.7427424,139.2707817,4,千石橋北側,,日の出町大字平井4060番地,,,,,,,,
日の出町1,1-2,35.73694355,139.2723385,4,三吉野桜木５号緑地（三吉野桜木中央公園北側）,,日の出町大字平井256番地,,,,,,,,
日の出町1,1-3,35.7405058,139.2673694,4,須田様宅ブロック,,日の出町大字平井1293番地,,,,,,,,
日の出町1,1-4,35.7397271,139.2659913,4,北島様宅前,,日の出町大字平井1332番地,,,,,,,,
日の出町1,1-5,35.7380554,139.2620829,4,早川栄一様宅横,,日の出町大字平井1850番15号,,,,,,,,
日の出町1,1-6,35.7336958,139.2661878,4,木住野様宅南側,,日の出町大字平井1589番地,,,,,,,,
日の出町1,1-7,35.7343354,139.2709105,4,亜細亜大学日の出ｷｬﾝﾊﾟｽ駐車場,,日の出町大字平井1450番地,,,,,,,,
日の出町1,2-1,35.7420577,139.2644088,4,宝光保育園前歩道柵,,日の出町大字平井3388番地2,,,,,,,,
日の出町1,2-2,35.7424881,139.2577757,4,日の出町保健センター前,,日の出町大字平井2780番地,,,,,,,,
日の出町1,2-3,35.7429888,139.2519436,4,ひのでバス折返場東側,,日の出町大字大久野83番1号,,,,,,,,
日の出町1,2-4,35.7441602,139.2457445,4,諏訪下町営住宅前,,日の出町大字大久野288番15号,,,,,,,,
日の出町1,2-5,35.7398376,139.2545847,4,木住野健二様宅北側ブロック,,日の出町大字平井2317番地,,,,,,,,
日の出町1,2-6,35.7390748,139.2569392,4,木住野様宅ブロック,,日の出町大字平井2116番地,,,,,,,,
日の出町1,2-7,35.7366402,139.2584603,4,石川守様宅前,,日の出町大字平井2052番1号,,,,,,,,
日の出町1,3-1,35.7439285,139.2437182,4,諏訪下橋北側,,日の出町大字大久野876番4号先,,,,,,,,
日の出町1,3-2,35.7432485,139.2404168,4,濵中益子様宅ブロック,,日の出町大字大久野973番地5号,,,,,,,,
日の出町1,3-3,35.7428684,139.2369498,4,羽生文右衛門商店前,,日の出町大字大久野1220番3号,,,,,,,,
日の出町1,3-4,35.742094,139.2296437,4,日の出町立大久野中学校前,,日の出町大字大久野1559番,,,,,,,,
日の出町1,3-5,35.7454009,139.2359414,4,やまびこホール駐車場,,日の出町大字大久野1165番地2,,,,,,,,
日の出町1,3-6,35.7437729,139.228081,4,大久野老人福祉センター西側,,日の出町大字大久野2120番4号,,,,,,,,
日の出町1,4-1,35.749652,139.2277097,4,みのわ酒店北側,,日の出町大字大久野2767番2号,,,,,,,,
日の出町1,4-2,35.7580685,139.2160918,4,大坂豊様宅前,,日の出町大字大久野3390番地,,,,,,,,
日の出町1,4-3,35.7621354,139.2142236,4,西細尾バス停東側,,日の出町大字大久野3590番1号,,,,,,,,
日の出町1,4-4,35.7655045,139.2083094,4,青木茂様宅前,,日の出町大字大久野4050番1号,,,,,,,,
日の出町1,4-5,35.7704579,139.2054538,4,ひので肝要の里前,,日の出町大字大久野4089番,,,,,,,,
日の出町1,4-6,35.7724664,139.2049414,4,報徳会館前,,日の出町大字大久野4310番地,,,,,,,,
日の出町1,4-7,35.7750797,139.1957603,4,松尾バス停横,,日の出町大字大久野4593番地,,,,,,,,
日の出町1,5-1,35.7466722,139.2511308,4,橋本昌様宅西側河川歩道柵,,日の出町大字大久野8681番地2,,,,,,,,
日の出町1,5-2,35.7521959,139.2486236,4,玉の内ゲートボール場向かい歩道,,日の出町大字大久野8199番地5,,,,,,,,
日の出町1,5-3,35.7541778,139.2423412,4,旧坂本クラブ前,,日の出町大字大久野7270番地,,,,,,,,
日の出町1,5-4,35.7518814,139.2413751,4,石田憲男様宅前ガードレール,,日の出町大字大久野7116番ﾛ号,,,,,,,,
日の出町1,5-5,35.7483427,139.2411327,4,高尾様宅前,,日の出町大字大久野713番2号,,,,,,,,
日の出町1,5-6,35.7558598,139.236257,4,水口会館前,,日の出町大字大久野6596番地3,,,,,,,,
日の出町1,5-7,35.7590469,139.2324868,4,下野光久様宅横,,日の出町大字大久野5759番地1,,,,,,,,
日の出町1,6-1,35.7379889,139.2533125,4,日の出団地多目的施設,,日の出町大字平井2196番地628,,,,,,,,
日の出町1,6-2,35.7373529,139.2494704,4,日の出団地中央公園,,日の出町大字平井2196ー636,,,,,,,,
日の出町1,6-3,35.738913,139.2501397,4,小松英雄様宅前土手,,日の出町大字平井2196番地2,,,,,,,,
日の出町1,7-1,35.7440692,139.2761421,4,折原精密東側,,日の出町大字平井3978番1号,,,,,,,,
日の出町1,7-2,35.7429556,139.2752591,4,第２７自治会館前,,日の出町大字平井760番9号,,,,,,,,
日の出町1,7-3,35.7409493,139.2791728,4,下平井会館前,,日の出町大字平井１番地5号,,,,,,,,
日の出町1,7-4,35.7410071,139.2750346,4,三吉野会館前,,日の出町大字平井896番1号,,,,,,,,
日の出町1,7-5,35.7394441,139.2770219,4,上野正男様宅北側ブロック,,日の出町大字平井714番1号,,,,,,,,
日の出町1,7-6,35.7377675,139.2775015,4,三吉野桜木調整池北,,日の出町大字平井217番地1,,,,,,,,
奥多摩町,01-1,35.813815,139.1637679,4,川井駅入口ガードレール,,東京都西多摩郡奥多摩町川井288-14,,,,,,,,
奥多摩町,01-2,35.8125032,139.1659987,4,川井駐在所横ガードレール,,東京都西多摩郡奥多摩町川井160-3,,,,,,,,
奥多摩町,01-3,35.8099133,139.1603375,4,八雲神社下石垣,,東京都西多摩郡奥多摩町川井713,,,,,,,,
奥多摩町,01-4,35.809952,139.1667152,4,師岡建材横石垣前ガードレール,,東京都西多摩郡奥多摩町梅沢159,,,,,,,,
奥多摩町,01-5,35.8079053,139.1673639,4,梅沢ゲートボール場フェンス,,東京都西多摩郡奥多摩町梅沢93,,,,,,,,
奥多摩町,02-6,35.8365931,139.1615727,4,西東京バス上日向停留所横石垣上,,東京都西多摩郡奥多摩町大丹波647-1,,,,,,,,
奥多摩町,02-7,35.8307874,139.1634933,4,北川橋手前左町道300m先木宮氏宅石垣,,東京都西多摩郡奥多摩町大丹波346,,,,,,,,
奥多摩町,02-8,35.8275416,139.1644637,4,大丹波川国際虹鱒釣場第２駐車場フェンス,,東京都西多摩郡奥多摩町大丹波166-1,,,,,,,,
奥多摩町,03-9,35.8140531,139.1422384,4,寸庭小山建設手前ガードレール,,東京都西多摩郡奥多摩町小丹波837,,,,,,,,
奥多摩町,03-10,35.8144259,139.1460444,4,小丹波上集会所フェンス,,東京都西多摩郡奥多摩町小丹波279-6,,,,,,,,
奥多摩町,03-11,35.8153545,139.1495014,4,文化会館正面玄関前石垣,,東京都西多摩郡奥多摩町小丹波82,,,,,,,,
奥多摩町,03-12,35.8174696,139.1515048,4,小丹波旧生活館横空地,,東京都西多摩郡奥多摩町小丹波472-2,,,,,,,,
奥多摩町,03-13,35.8157465,139.1518844,4,古里駅前原島氏宅塀,,東京都西多摩郡奥多摩町小丹波498,,,,,,,,
奥多摩町,03-14,35.8127448,139.1534743,4,万世橋手前間野田氏宅前,,東京都西多摩郡奥多摩町丹三郎309,,,,,,,,
奥多摩町,03-15,35.8086845,139.1572141,4,丹三郎生活館入口,,東京都西多摩郡奥多摩町丹三郎143,,,,,,,,
奥多摩町,04-16,35.8146344,139.1278759,4,鳩の巣駐車場入口手摺,,東京都西多摩郡奥多摩町棚沢407-1,,,,,,,,
奥多摩町,04-17,35.8150664,139.1290158,4,鳩の巣駅横フェンス,,東京都西多摩郡奥多摩町棚沢390,,,,,,,,
奥多摩町,04-18,35.8151176,139.1282138,4,棚沢コミュニティセンター前手摺,,東京都西多摩郡奥多摩町棚沢409,,,,,,,,
奥多摩町,04-19,35.8138053,139.1303901,4,雲仙橋坂下側先ガードレール,,東京都西多摩郡奥多摩町棚沢736,,,,,,,,
奥多摩町,04-20,35.8136906,139.1345354,4,多摩川南岸道路入口将門交差点下歩道,,東京都西多摩郡奥多摩町棚沢104,,,,,,,,
奥多摩町,05-21,35.8118723,139.1138146,4,白丸生活館前,,東京都西多摩郡奥多摩町白丸72-6,,,,,,,,
奥多摩町,05-22,35.8121083,139.1148035,4,白丸駅踏切ガードレール,,東京都西多摩郡奥多摩町白丸64-3,,,,,,,,
奥多摩町,05-23,35.8114187,139.1153782,4,消防団第２分団白丸詰所前フェンス,,東京都西多摩郡奥多摩町白丸51,,,,,,,,
奥多摩町,06-24,35.8017807,139.1078313,4,西東京バス神庭停留所手前村木氏宅前,,東京都西多摩郡奥多摩町海沢832-5,,,,,,,,
奥多摩町,06-25,35.8017729,139.1113889,4,海沢自治会館前,,東京都西多摩郡奥多摩町海沢779,,,,,,,,
奥多摩町,06-26,35.7997609,139.112504,4,二幸屋向かい桶川氏宅前塀,,東京都西多摩郡奥多摩町海沢699,,,,,,,,
奥多摩町,06-27,35.8006738,139.1157955,4,老人ホ－ム寿楽荘入口,,東京都西多摩郡奥多摩町海沢497-21,,,,,,,,
奥多摩町,07-28,35.8088541,139.0966605,4,観光案内所,,東京都西多摩郡奥多摩町氷川210,,,,,,,,
奥多摩町,07-29,35.808505,139.0975354,4,福祉会館入口ガードパイプ,,東京都西多摩郡奥多摩町氷川171,,,,,,,,
奥多摩町,07-30,35.8081135,139.0956185,4,荒沢屋前ガードレール,,東京都西多摩郡奥多摩町氷川1446,,,,,,,,
奥多摩町,07-31,35.8070854,139.0984158,4,氷川キャンプ場入口ガードパイプ,,東京都西多摩郡奥多摩町氷川702,,,,,,,,
奥多摩町,07-32,35.80625,139.095011,4,氷川保育園向かい町道入口ガードパイプ,,東京都西多摩郡奥多摩町氷川1389,,,,,,,,
奥多摩町,07-33,35.804129,139.0927332,4,奥多摩消防署向かいフェンス,,東京都西多摩郡奥多摩町氷川951,,,,,,,,
奥多摩町,07-34,35.8007435,139.0886101,4,奥多摩病院入口よう壁,,東京都西多摩郡奥多摩町氷川1111,,,,,,,,
奥多摩町,07-35,35.8106318,139.095102,4,北氷川橋（栃久保側）つきあたり石垣,,東京都西多摩郡奥多摩町氷川1772,,,,,,,,
奥多摩町,07-36,35.8119897,139.0948522,4,旧太田屋旅館駐車場石垣,,東京都西多摩郡奥多摩町氷川1781,,,,,,,,
奥多摩町,07-37,35.8024183,139.1065921,4,日向地区入口横石垣,,東京都西多摩郡奥多摩町氷川51,,,,,,,,
奥多摩町,07-38,35.8244877,139.0769504,4,大沢国際鱒釣場入口ガードレール,,東京都西多摩郡奥多摩町氷川2244,,,,,,,,
奥多摩町,07-39,35.8270085,139.0734869,4,大沢生活改善センター入口石垣,,東京都西多摩郡奥多摩町日原198-ﾛ,,,,,,,,
奥多摩町,08-40,35.8417394,139.0452686,4,旧日原小学校入口ガードレール,,東京都西多摩郡奥多摩町日原636,,,,,,,,
奥多摩町,08-41,35.8413238,139.0397317,4,西東京バス中日原停留所先ガードレール,,東京都西多摩郡奥多摩町日原885,,,,,,,,
奥多摩町,09-42,35.7996734,139.0846282,4,境生活館前空地,,東京都西多摩郡奥多摩町境12-2,,,,,,,,
奥多摩町,09-43,35.7988898,139.077773,4,境集会所入口ガードレール,,東京都西多摩郡奥多摩町境380,,,,,,,,
奥多摩町,09-44,35.7943292,139.057123,4,中山生活館前フェンス,,東京都西多摩郡奥多摩町境871,,,,,,,,
奥多摩町,09-45,35.7942954,139.0465631,4,水根地区入口ガードレール,,東京都西多摩郡奥多摩町境1190,,,,,,,,
奥多摩町,10-46,35.7943008,139.0039665,4,峰谷生活館前ガードレール,,東京都西多摩郡奥多摩町川野529-1,,,,,,,,
奥多摩町,10-47,35.7842644,139.041783,4,西東京バス熱海停留所石垣,,東京都西多摩郡奥多摩町原258,,,,,,,,
奥多摩町,10-48,35.7801477,139.0161099,4,奥多摩町役場旧小河内出張所,,東京都西多摩郡奥多摩町留浦1200,,,,,,,,
奥多摩町,10-49,35.7771349,139.0027138,4,美山亭横よう壁,,東京都西多摩郡奥多摩町川野292,,,,,,,,
奥多摩町,10-50,35.7775906,138.9906014,4,島勝商店前ガードロープ,,東京都西多摩郡奥多摩町留浦617-7,,,,,,,,
あきる野市,01-1,35.7237812,139.3059481,5,東秋留小学校前フェンス,,東京都あきる野市野辺１１２３,,,,,,,,
あきる野市,01-2,35.7251198,139.3106926,5,東秋留駅南口駐輪場フェンス,,東京都あきる野市野辺４６６－１,,,,,,,,
あきる野市,01-3,35.7230598,139.3135679,5,野辺地区会館フェンス,,東京都あきる野市野辺１２６,,,,,,,,
あきる野市,01-4,35.7220767,139.3078423,5,焼肉まつざか東側交差点フェンス,,東京都あきる野市野辺９６９－３,,,,,,,,
あきる野市,01-5,35.7261246,139.3107799,5,東秋留駅北口西側市駐輪場,,東京都あきる野市野辺４４７－１５,,,,,,,,
あきる野市,01-6,35.7212174,139.3091114,5,落合坂せせらぎ通り鈴木様方東側畑,,東京都あきる野市野辺６８３－１,,,,,,,,
あきる野市,01-7,35.7226642,139.3051591,5,日室塚バス停東側,,東京都あきる野市野辺１０１０－２,,,,,,,,
あきる野市,01-8,35.7246688,139.315412,5,前田公園西側,,東京都あきる野市野辺６０－１,,,,,,,,
あきる野市,02-1,35.7268107,139.3158959,5,中島屋北側駐車場,,東京都あきる野市二宮１２６５－１,,,,,,,,
あきる野市,02-2,35.7265539,139.3142371,5,二宮神社御池前,,東京都あきる野市二宮１１８８－１,,,,,,,,
あきる野市,02-3,35.7293929,139.3166495,5,高木 様宅北側垣根際,,東京都あきる野市二宮２３４１,,,,,,,,
